"layer","targets","layer_old","name","description","fld_value","units","filename","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na","clip_n_ship_disag","clip_n_ship_disag_description"
"cc_sst","pressures","cc_sst","Sea surface temperature (SST) anomalies","Modeled sea surface temperature (Halpern et al. 2008) based on temperature anomolies provided by GHRSST and the US National Oceanographic Data Center.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [AVHRR Pathfinder Version 5.0 SST data](http://pathfinder.nodc.noaa.gov) 
- Casey, K.S., Brandon, T.B., Cornillon, P., and Evans, R. (2010). **The Past, Present and Future of the AVHRR Pathfinder SST Program**, _Oceanography from Space: Revisited_, eds. V. Barale, J.F.R. Gower, and L. Alberotanza, Springer. [doi:10.1007/978-90-481-8681-5_16](http://dx.doi.org/10.1007/978-90-481-8681-5_16) ","pressure_score","pressure score","cc_sst.csv","rgn_id","","","","pressure_score","",TRUE,,,0.00111583212314842,0.337583502759222,TRUE,,,,241,FALSE,"raster | equal",""
"cc_uv","pressures","cc_uv","UV radiation","Modeled UV radiation (Halpern et al. 2008) based on Erythemal UV Irradiance data provided by GES DISC.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [Goddard Earth Sciences Data and Information Services Center (GES DISC)](http://disc.sci.gsfc.nasa.gov/data-holdings/PIP/erythemal_uv_irradiance.shtml)
","pressure_score","pressure score","cc_uv.csv","rgn_id","","","","pressure_score","",TRUE,,,0.601021494082126,0.909090909090909,TRUE,,,,241,FALSE,"raster | equal",""
"fp_art_hb","pressures","fp_art_hb","High bycatch caused by artisanal fishing ","The presence of destructive artisanal blast and poison (cyanide) fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](http://www.wri.org/publication/reefs-at-risk-revisited) ","pressures.score","pressure score","fp_art_hb.csv","rgn_id","","","","pressures.score","",TRUE,,,1.295083288e-05,0.25366568914956,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"fp_art_lb","pressures","fp_art_lb","Low bycatch caused by artisanal fishing ","Modeled low bycatch artisanal fishing using non-destructive practices (Halpern et al. 2008) based on FAO fisheries statistics.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-capture-production/en)","pressure_score","pressure score","fp_art_lb.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.909090909090909,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"fp_com_hb","pressures","fp_com_hb","High bycatch caused by commercial fishing ","Modeled destructive commercial fishing practices by 5 different gear types (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","fp_com_hb.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.609322263170568,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"fp_com_lb","pressures","fp_com_lb","Low bycatch caused by commercial fishing ","Modeled least destructive commercial fishing practices by 2 different gear types (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","fp_com_lb.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.715079309296518,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"fp_targetharvest","pressures","fp_targetharvest","Targeted harvest of cetaceans and sea turtles","Targeted harvest of cetaceans and marine turtles, from FAO fisheries data.

Data sources:

- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-capture-production/en)","score","pressure score","fp_targetharvest.csv","rgn_id","","","","score","",TRUE,,,0,0.431432768059821,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"hd_intertidal","pressures","hd_intertidal","Coastal population density as a proxy for intertidal habitat destruction","Coastal population, defined as the total population inland of 10 miles, extracted from Gridded Population of the World (GPW) Population Density Grid Future Estimates.

Data sources:

- Center for International Earth Science Information Network (CIESIN)/Columbia University 
- CIESIN & CIAT (Center for International Earth Science Information Network (CIESIN)/Columbia University, & Centro Internacional de Agricultura Tropical (CIAT)) (2005). **Gridded Population of the World, Version 3 (GPWv3): Population Density Grid, Future Estimates**. Palisades, NY. [NASA Socioeconomic Data and Applications Center (SEDAC)](http://sedac.ciesin.columbia.edu/data/set/gpw-v3-population-density-future-estimates)
","pressure_score","pressure score","hd_intertidal.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.530149,TRUE,,,,241,FALSE,"population_inland25km","global intertidal pressures were applied to each region after weighting by each region's coastal population."
"hd_subtidal_hb","pressures","hd_subtidal_hb","High bycatch artisanal fishing practices as a proxy for subtidal hard bottom habitat destruction","The presence of destructive artisanal blast and poison (cyanide) fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](http://www.wri.org/publication/reefs-at-risk-revisited) ","value","pressure score","hd_subtidal_hb.csv","rgn_id","","","","value","",TRUE,,,1.3e-05,0.253665689,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"hd_subtidal_sb","pressures","hd_subtidal_sb","High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction","Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project.

Data sources:

- [Sea Around Us Project (SAUP)](http://www.seaaroundus.org/)
","pressures.score","pressure score","hd_subtidal_sb.csv","rgn_id","","","","pressures.score","",TRUE,,,0,0.992856206,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"po_chemicals_3nm","pressures","po_chemicals_3nm","Land-based chemical pollution","Modeled land-based organic pollution at 1km2 resolution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","po_chemicals_3nm.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.631873593517296,TRUE,,,,241,FALSE,"raster | equal",""
"po_nutrients_3nm","pressures","po_nutrients_3nm","Coastal nutrient pollution","Modeled coastal nutrient pollution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","po_nutrients_3nm.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.341163,TRUE,,,,241,FALSE,"raster | equal",""
"sp_alien","pressures","sp_alien","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion (Molnar et al. 2008). 

Data sources:

- Molnar, J.L., Gamboa, R.L., Revenga C., Spalding, M. (2008). **Assessing the global threat of invasive species to marine biodiversity**. _Frontiers in Ecology and the Environment_ 6(485). [doi:10.1890/070064](http://dx.doi.org/10.1890/070064)
","pressures.score","pressure score","sp_alien.csv","rgn_id","","","","pressures.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"sp_genetic","pressures","sp_genetic","Introduced species as a proxy for genetic escapes ","Statistics on native or introduced species from the Mariculture Sustainibility Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","pressures.score","pressure score","sp_genetic.csv","rgn_id","","","","pressures.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"ss_wgi","pressures","ss_wgi","Weakness of governance indicated with the WGI","Inverse of World Governance Indicators (WGI) six combined scores.

Data sources:

- [Worldwide Governance Indicators (WGI)](http://info.worldbank.org/governance/wgi/index.asp)","score","pressure score","ss_wgi.csv","rgn_id","","","","score","",TRUE,,,0.126632771399314,0.954956553370774,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"cp_habitat_extent_rank","pressures CP","rnk_cp_habitat_extent_rank","Habitat extent * rank, per Coastal Protection habitats","Habitat extent * habitat rank for Coastal Protection habitats: coral, mangrove offshore 1km, mangrove inland 1km, saltmarsh, seaice_shoreline and seagrass","extent_rank","rank","cp_habitat_extent_rank.csv","rgn_id","","habitat","","extent_rank","",TRUE,,,1.7465,2744160.53921569,FALSE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"cs_habitat_extent","pressures CS","rnk_cs_habitat_extent","Habitat extent * rank, per Carbon Storage habitats","Habitat extent * habitat rank for Carbon Storage habitats: mangrove, saltmarsh and seagrass","km2","km^2","cs_habitat_extent.csv","rgn_id","","habitat","","km2","",TRUE,,,0.82,39491,FALSE,,,,241,FALSE,"area_offshore_3nm","global habitat extent was applied to each region after weighting by each region's offshore area to 3nm. "
"po_chemicals","pressures CW","po_chemicals","Ocean-based chemical pollution","Modeled ocean-based chemical pollution from commercial shipping traffic and ports and harbors (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","po_chemicals.csv","rgn_id","","","","pressure_score","",TRUE,,,0.000133491581905408,0.764782278905096,TRUE,,,,241,FALSE,"raster","spatial data was extracted for each region. "
"po_nutrients","pressures CW","po_nutrients","Ocean nutrient pollution","Modeled ocean nutrient pollution (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
","pressure_score","pressure score","po_nutrients.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.334982,TRUE,,,,241,FALSE,"raster","spatial data was extracted for each region. "
"po_pathogens","pressures CW","po_pathogens","Access to improved sanitation as a proxy for pathogen pollution","Percent of population with access to improved sanitation facilities. 

Data sources:

- [World Health Organization and United Nations Children's Fund's Joint Monitoring Programme (WHO/UNICEF's JMP)](http://www.wssinfo.org/data-estimates/table)
","pressure_score","pressure score","po_pathogens.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.909090909090909,TRUE,,,,241,FALSE,"raster","spatial data was extracted for each region. "
"po_trash","pressures CW","po_trash","Trash pollution","Density of trash from coastal land and sea (Ocean Conservancy). 

Data sources:

- [Ocean Conservancy International Coastal Cleanup 2012](http://www.oceanconservancy.org/our-work/international-coastal-cleanup/2012-ocean-trash-index.html)
","pressure_score","pressure score","po_trash.csv","rgn_id","","","","pressure_score","",TRUE,,,0,0.934301421204599,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"hab_presence","pressures HAB","rnk_hab_presence","Habitat presence","Modeled combined habitat presence","boolean","boolean","hab_presence.csv","rgn_id","","habitat","","boolean","",TRUE,,,1,1,TRUE,,,,241,FALSE,"equal","global pressures data were applied equally to all regions."
"alien_species","resilience","alien_species","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion (Molnar et al. 2008). 

Data sources:

- Molnar, J.L., Gamboa, R.L., Revenga C., Spalding, M. (2008). **Assessing the global threat of invasive species to marine biodiversity**. _Frontiers in Ecology and the Environment_ 6(485). [doi:10.1890/070064](http://dx.doi.org/10.1890/070064)
","resilience score","resilience score","alien_species.csv","rgn_id","","","","resilience.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"cites","resilience","cites","Resilience from commitment to CITES","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories.

Data sources:

- [CITES List of Contracting Parties](http://www.cites.org/eng/disc/parties/chronolo.php)

","resilience score","resilience score","cites.csv","rgn_id","","","","resilience.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"fishing_v1","resilience","fishing_v1","CBD survey: coastal fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","fishing_v1.csv","rgn_id","","","","resilience.score","",TRUE,,,0.257163600288611,0.898860529902194,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"fishing_v1_eez","resilience","fishing_v1_eez","CBD survey: ocean fishing v1","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","fishing_v1_eez.csv","rgn_id","","","","resilience.score","",TRUE,,,0.257163600288611,0.898860529902194,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"fishing_v2_eez","resilience","fishing_v2_eez","CBD survey: ocean fishing v2","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","fishing_v2_eez.csv","rgn_id","","","","resilience.score","",TRUE,,,0.295372700216458,0.848077005170792,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"fishing_v3","resilience","fishing_v3","CBD survey: coastal fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","fishing_v3.csv","rgn_id","","","","resilience.score","",TRUE,,,0.270589142343944,0.902,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"fishing_v3_eez","resilience","fishing_v3_eez","CBD survey: ocean fishing v3","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","fishing_v3_eez.csv","rgn_id","","","","resilience.score","",TRUE,,,0.270589142343944,0.902,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"habitat","resilience","habitat","CBD survey: habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","habitat.csv","rgn_id","","","","resilience.score","",TRUE,,,0.138087289287079,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"habitat_combo","resilience","habitat_combo","CBD survey: coastal habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","habitat_combo.csv","rgn_id","","","","resilience.score","",TRUE,,,0.129767294214749,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"habitat_combo_eez","resilience","habitat_combo_eez","CBD survey: ocean habitat","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","habitat_combo_eez.csv","rgn_id","","","","resilience.score","",TRUE,,,0.129767294214749,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"li_gci","resilience","li_gci","GCI: competitiveness in achieving sustained economic prosperity","Global Competitiveness Index (GCI) scores from the World Economic Forum.

Data sources:

- [World Economic Forum](http://www.weforum.org/issues/global-competitiveness)
","score","resilience score","li_gci.csv","rgn_id","","","","score","",TRUE,,,0.415714285714286,0.801428571428571,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"li_sector_evenness","resilience","li_sector_evenness","Sector evenness as a measure of economic diversity","Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector.","resilience score","resilience score","li_sector_evenness.csv","rgn_id","","","","resilience.score","",TRUE,,,0,0.997518269205,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"mariculture","resilience","mariculture","CBD survey: mariculture","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","mariculture.csv","rgn_id","","","","resilience.score","",TRUE,,,0.054428393263486,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"msi_gov","resilience","msi_gov"," MSI sustainability and regulations","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","resilience score","resilience score","msi_gov.csv","rgn_id","","","","resilience.score","",TRUE,,,0.1,0.8576923077,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"species_diversity","resilience","species_diversity","Ocean ecological integrity","Marine species diversity as a proxy for ecological integrity: ocean (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","resilience score","species_diversity.csv","rgn_id","","","","score","",TRUE,,,0.743259450182977,0.930308754120408,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"species_diversity_3nm","resilience","species_diversity_3nm","Coastal ecological integrity","Marine species diversity as a proxy for ecological integrity: coastal (IUCN).

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","resilience score","species_diversity_3nm.csv","rgn_id","","","","score","",TRUE,,,0.752102387423915,0.943822818112876,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"tourism","resilience","tourism","CBD survey: tourism","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","tourism.csv","rgn_id","","","","resilience.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"water","resilience","water","CBD survey: water","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report (2005) 

Data sources:

- [Convention on Biological Diversity (CBD)](http://www.cbd.int/reports/search/default.shtml)
","resilience score","resilience score","water.csv","rgn_id","","","","resilience.score","",TRUE,,,0,1,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"wgi_all","resilience","wgi_all","Strength of governance indicated with the WGI","World Governance Indicators (WGI) six combined scores.

Data sources:

- [Worldwide Governance Indicators (WGI)](http://info.worldbank.org/governance/wgi/index.asp)","score","resilience score","wgi_all.csv","rgn_id","","","","score","",TRUE,,,0.0450434466292263,0.873367228600686,TRUE,,,,241,FALSE,"equal","global resilience data were applied equally to all regions."
"cntry_georegions","spatial","cnk_cntry_georegions","Georegion ids per country, at 3 georegion levels","Lookup table of country codes and UN georegions at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)","georgn_id","georegion id","cntry_georegions.csv","","cntry_key","level","","georgn_id","",TRUE,,,1,999,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region. "
"cntry_rgn","spatial","cn_cntry_rgn","Regions per country","Lookup table of country codes (based on ISO 3166 country codes) and Ocean Health Index region idenifiers.

Data sources:

- [ISO 3166 country codes](http://en.wikipedia.org/wiki/ISO_3166-1)
","rgn_id","region id","cntry_rgn.csv","","cntry_key","","","rgn_id","",TRUE,,,1,250,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region."
"rgn_area","spatial","rn_rgn_area","Region area of total EEZ ocean","Area of Ocean Health Index regions based on exclusive economic zones (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","area_km2","km^2","rgn_area.csv","rgn_id","","","","area_km2","",TRUE,,,9.46355858358,31057239.8303,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region."
"rgn_area_inland1km","spatial","rn_rgn_area_inland1km","Region area 1 km inland","inland area 1 km from shore.","area_km2","km^2","rgn_area_inland1km.csv","rgn_id","","","","area_km2","",TRUE,,,1.7465015431603,163643.701591034,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region."
"rgn_area_offshore3nm","spatial","rn_rgn_area_offshore3nm","Region area offshore 3nm","Area of Ocean Health Index regions to 3nm (VLIZ 2012). 

Data sources:

- [VLIZ Maritime Boundaries Geodatabase, version 7](http://www.marineregions.org/)
","area_km2","km^2","rgn_area_offshore3nm.csv","rgn_id","","","","area_km2","",TRUE,,,10.4790092589618,629255.77349294,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region."
"rgn_georegion_labels","spatial","rtk_rgn_georegion_labels","Georegion labels per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion names at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","label","label","rgn_georegion_labels.csv","rgn_id","","level","","","label",TRUE,,,,,FALSE,,,,241,,"raster","spatial data was extracted for each region."
"rgn_georegions","spatial","rnk_rgn_georegions","Georegion ids per region, at 3 georegion levels","Lookup table of Ocean Health Index regions and UN georegion identifiers at 3 georegion levels.

Data sources:

- [UN geographical region and composition](http://unstats.un.org/unsd/methods/m49/m49regin.htm)
","georgn_id","georegion id","rgn_georegions.csv","rgn_id","","level","","georgn_id","",TRUE,,,1,999,FALSE,,,,241,FALSE,"raster","spatial data was extracted for each region."
"rgn_global","spatial","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","Regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed. ","label","label","rgn_global.csv","rgn_id","","","","","label",TRUE,,,,,FALSE,,,,241,,"raster","spatial data was extracted for each region."
"rgn_labels","spatial","rtk_rgn_labels","regions by type (eez, subocean, unclaimed) and label","Ocean Health Index regions by type (eez, subocean, unclaimed) and label","label","label","rgn_labels.csv","rgn_id","","type","","","label",TRUE,,,,,FALSE,,,,241,,"raster","spatial data was extracted for each region."
